"Enable USA ePay Payment Reauthorization","Enable USA ePay Payment Reauthorization"
"If this setting is enabled, all changes made to the order will attempt to be processed using the payment details stored in the vault.","If this setting is enabled, all changes made to the order will attempt to be processed using the payment details stored in the vault."
